locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
16088	b1976	1	7023	2041675	2042472	+	b1976	orf, hypothetical protein (VIMSS)	0.4586	26
1936646	b1977	5	7023	2042573	2042648	+	asnT	tRNA-Asn (NCBI)	0.5263	3
16089	b1978	1	7023	2042962	2050038	+	yeeJ	adhesin (RefSeq)	0.4999	270
1936648	b4497	7	7023	2050300	2051352	-	yeeL		0.3875	66
16092	b1981	1	7023	2051667	2052983	+	shiA	shikimate transporter (NCBI)	0.5042	49
16093	b1982	1	7023	2053085	2054539	+	amn	AMP nucleosidase (NCBI)	0.5024	57
16094	b1983	1	7023	2054882	2055598	+	yeeN	hypothetical protein (NCBI)	0.3989	33
1936649	b1984	5	7023	2056051	2056126	-	asnW	tRNA-Asn (NCBI)	0.5263	4
16095	b1985	1	7023	2056227	2057714	-	yeeO	predicted multidrug efflux system (RefSeq)	0.4940	66
1936650	b1986	5	7023	2057875	2057950	+	asnU	tRNA-Asn (NCBI)	0.5263	3
16096	b1987	1	7023	2057988	2058938	-	cbl	DNA-binding transcriptional activator of cysteine biosynthesis (NCBI)	0.4826	35
16097	b1988	1	7023	2059040	2059957	-	nac	DNA-binding transcriptional dual regulator of nitrogen assimilation (NCBI)	0.4815	34
1936651	b1989	5	7023	2060284	2060359	+	asnV	tRNA-Asn (NCBI)	0.5263	3
16098	b1990	1	7023	2060415	2061347	-	erfK	conserved protein with NAD(P)-binding Rossmann-fold domain (NCBI)	0.4962	38
16099	b1991	1	7023	2061412	2062491	-	cobT	nicotinate-nucleotide--dimethylbenzimidazolephosphoribosyltransferase (NCBI)	0.5130	34
16100	b1992	1	7023	2062503	2063246	-	cobS	cobalamin synthase (NCBI)	0.5349	25
16101	b1993	1	7023	2063243	2063788	-	cobU	adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase (NCBI)	0.5055	18
3446185	b4639	7	7023	2064092	2064178	-	yeeH		0.4138	5
16102	b1994	1	7023	2064329	2065345	-	insH-6	CP4-44 prophage; IS5 transposase and trans-activator (NCBI)	0.5467	14
3446187	b4640	7	7023	2065384	2065916	-	yoeG		0.4146	26
3446189	b4641	7	7023	2066285	2066443	-	yoeH		0.4025	8
1936652	b4582	7	7023	2066659	2066962	+	yoeA		0.4474	10
16104	b1996	1	7023	2066976	2067881	-	insD-3	CP4-44 prophage; IS2 insertion element transposase InsAB' (NCBI)	0.5508	25
1936653	b1997	1	7023	2067839	2068204	-	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	0.5301	8
16107	b1999	7	7023	2068684	2069235	+	yeeP	putative histone (VIMSS)	0.5833	11
1936655	b4435	6	7023	2069339	2069542	+	isrC	unknown RNA (NCBI)	0.4265	12
1936656	b2000	1	7023	2069563	2072682	+	flu	CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter (NCBI)	0.5824	75
16109	b2001	1	7023	2072803	2074335	+	b2001	orf, hypothetical protein (VIMSS)	0.5029	39
16110	b2002	1	7023	2074332	2074778	+	yeeS	CP4-44 prophage; predicted DNA repair protein (NCBI)	0.5817	9
16111	b2003	1	7023	2074841	2075062	+	yeeT	CP4-44 prophage; predicted protein (NCBI)	0.5270	9
16112	b2004	1	7023	2075136	2075504	+	yeeU	CP4-44 prophage; antitoxin of the YeeV-YeeU toxin-antitoxin system (NCBI)	0.5718	9
16113	b2005	1	7023	2075593	2075967	+	yeeV	CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system (NCBI)	0.5307	11
16114	b2006	7	7023	2075964	2076131	+	yeeW	CP4-44 prophage; predicted protein (RefSeq)	0.4881	9
3446191	b4642	7	7023	2076573	2076701	-	yoeD		0.5271	5
1936658	b4538	7	7023	2076770	2076955	+	yoeF	hypothetical protein (RefSeq)	0.4301	11
16115	b2007	1	7023	2077056	2077385	-	yeeX	conserved protein (RefSeq)	0.4788	5
16116	b2008	1	7023	2077557	2078615	-	yeeA	conserved inner membrane protein (NCBI)	0.5080	38
16117	b2009	1	7023	2078813	2079286	-	sbmC	DNA gyrase inhibitor (NCBI)	0.4726	20
16118	b2010	1	7023	2079405	2080571	-	dacD	penicillin binding protein 6b (VIMSS)	0.4927	44
16119	b2011	1	7023	2080780	2082207	+	sbcB	exonuclease I (NCBI)	0.5007	60
16120	b2012	1	7023	2082250	2082477	-	yeeD	hypothetical protein (NCBI)	0.5044	3
16121	b2013	1	7023	2082491	2083549	-	yeeE	predicted inner membrane protein (NCBI)	0.5042	39
16122	b2014	1	7023	2083728	2085086	-	yeeF	putative amino acid/amine transport protein (VIMSS)	0.5269	44
7497355	b4678	1	7023	2085076	2085138	-	yoeI	expressed protein (RefSeq)	0.4444	3
16123	b2015	1	7023	2085353	2086282	-	yeeY	putative transcriptional regulator LYSR-type (VIMSS)	0.5043	30
16124	b2016	1	7023	2086328	2087152	-	yeeZ	predicted epimerase, with NAD(P)-binding Rossmann-fold domain (NCBI)	0.5188	38
1936663	b4539	1	7023	2087235	2087489	-	yoeB	toxin of the YoeB-YefM toxin-antitoxin system (NCBI)	0.4431	12
16125	b2017	1	7023	2087486	2087737	-	yefM	orf, hypothetical protein (VIMSS)	0.4841	7
16126	b2018	1	7023	2088020	2088070	+	hisL	his operon leader peptide (NCBI)	0.4314	1
16127	b2019	1	7023	2088216	2089115	+	hisG	ATP phosphoribosyltransferase (NCBI)	0.5411	22
16128	b2020	1	7023	2089121	2090425	+	hisD	histidinol dehydrogenase (NCBI)	0.5808	32
16129	b2021	1	7023	2090422	2091492	+	hisC	histidinol-phosphate aminotransferase (NCBI)	0.5537	34
16130	b2022	1	7023	2091492	2092559	+	hisB	imidazoleglycerolphosphate dehydratase and histidinol-phosphate phosphatase (VIMSS)	0.5337	32
16131	b2023	1	7023	2092559	2093149	+	hisH	imidazole glycerol phosphate synthase subunit HisH (NCBI)	0.5668	16
16132	b2024	1	7023	2093149	2093886	+	hisA	N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'- phosphoribosyl)-4-imidazolecarboxamide isomerase (VIMSS)	0.5718	20
16133	b2025	1	7023	2093868	2094644	+	hisF	imidazole glycerol phosphate synthase subunit HisF (NCBI)	0.5187	24
16134	b2026	1	7023	2094638	2095249	+	hisI	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase protein (NCBI)	0.5458	14
16135	b2027	1	7023	2095345	2096325	-	wzzB	regulator of length of O-antigen component of lipopolysaccharide chains (VIMSS)	0.4587	37
16136	b2028	1	7023	2096471	2097637	-	ugd	UDP-glucose 6-dehydrogenase (NCBI)	0.4379	63
16137	b2029	1	7023	2097886	2099292	-	gnd	6-phosphogluconate dehydrogenase (NCBI)	0.5018	50
1936668	b4571	7	7023	2099420	2099768	-	wbbL		0.3639	19
16139	b2030	1	7023	2099919	2100935	-	insH-7	IS5 transposase and trans-activator (NCBI)	0.5467	13
16140	b2032	1	7023	2101415	2102533	-	wbbK	lipopolysaccharide biosynthesis protein (NCBI)	0.3190	84
16141	b2033	1	7023	2102518	2103108	-	wbbJ	predicted acyl transferase (NCBI)	0.4061	32
16142	b2034	1	7023	2103089	2104081	-	wbbI	hypothetical protein (NCBI)	0.3595	66
16143	b2035	1	7023	2104084	2105250	-	wbbH	O-antigen polymerase (NCBI)	0.3231	101
16144	b2036	1	7023	2105250	2106353	-	glf	UDP-galactopyranose mutase, FAD/NAD(P)-binding (NCBI)	0.3560	80
16145	b2037	1	7023	2106361	2107608	-	rfbX	predicted polisoprenol-linked O-antigen transporter (NCBI)	0.3542	97
16146	b2038	1	7023	2107605	2108162	-	rfbC	dTDP-4-deoxyrhamnose-3,5-epimerase (NCBI)	0.3871	24
16147	b2039	1	7023	2108162	2109043	-	rfbA	glucose-1-phosphate thymidylyltransferase (NCBI)	0.4274	46
16148	b2040	1	7023	2109101	2110000	-	rfbD	dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase (NCBI)	0.4656	40
16149	b2041	1	7023	2110000	2111085	-	rfbB	dTDP-glucose 4,6 dehydratase, NAD(P)-binding (NCBI)	0.4365	50
16150	b2042	1	7023	2111458	2112351	-	galF	predicted subunit with GalU (NCBI)	0.5168	23
16151	b2043	1	7023	2112526	2113920	-	wcaM	predicted colanic acid biosynthesis protein (NCBI)	0.4710	60
16152	b2044	1	7023	2113931	2115151	-	wcaL	predicted glycosyl transferase (NCBI)	0.5487	31
16153	b2045	1	7023	2115148	2116428	-	wcaK	predicted pyruvyl transferase (NCBI)	0.5433	32
16154	b2046	1	7023	2116704	2118182	-	wzxC	colanic acid exporter (NCBI)	0.5409	47
16155	b2047	1	7023	2118184	2119578	-	wcaJ	predicted UDP-glucose lipid carrier transferase (NCBI)	0.5462	35
16156	b2048	1	7023	2119633	2121003	-	cpsG	phosphomannomutase (NCBI)	0.5507	34
16157	b2049	1	7023	2121108	2122544	-	cpsB	mannose-1-phosphate guanyltransferase (NCBI)	0.5518	36
16158	b2050	1	7023	2122547	2123770	-	wcaI	predicted glycosyl transferase (NCBI)	0.5556	26
16159	b2051	1	7023	2123767	2124246	-	wcaH	GDP-mannose mannosyl hydrolase (VIMSS)	0.5458	12
16160	b2052	1	7023	2124249	2125214	-	fcl	bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase (NCBI)	0.5642	20
16161	b2053	1	7023	2125217	2126338	-	gmd	GDP-D-mannose dehydratase, NAD(P)-binding (NCBI)	0.5481	30
16162	b2054	1	7023	2126364	2126912	-	wcaF	predicted acyl transferase (NCBI)	0.4791	29
16163	b2055	1	7023	2126928	2127674	-	wcaE	predicted glycosyl transferase (NCBI)	0.4552	34
16164	b2056	1	7023	2127685	2128902	-	wcaD	predicted colanic acid polymerase (NCBI)	0.4204	64
16165	b2057	1	7023	2128877	2130094	-	wcaC	predicted glycosyl transferase (NCBI)	0.5361	37
16166	b2058	1	7023	2130091	2130579	-	wcaB	predicted acyl transferase (NCBI)	0.5399	15
16167	b2059	1	7023	2130582	2131421	-	wcaA	predicted glycosyl transferase (NCBI)	0.5155	30
16168	b2060	1	7023	2131514	2133676	-	b2060	orf, hypothetical protein (VIMSS)	0.5266	60
16169	b2061	1	7023	2133679	2134122	-	wzb	protein-tyrosine phosphatase (NCBI)	0.5450	12
16170	b2062	1	7023	2134128	2135267	-	wza	lipoprotein required for capsular polysaccharide translocation through the outer membrane (NCBI)	0.5377	36
16171	b2063	1	7023	2135926	2137509	+	yegH	putative transport protein (VIMSS)	0.5316	46
16172	b2064	1	7023	2137783	2139636	-	asmA	predicted assembly protein (NCBI)	0.5254	48
16173	b2065	1	7023	2139658	2140239	-	dcd	deoxycytidine triphosphate deaminase (NCBI)	0.6031	11
16174	b2066	1	7023	2140331	2140972	-	udk	uridine/cytidine kinase (VIMSS)	0.4875	21
16175	b2067	1	7023	2141290	2144607	+	yegE	predicted diguanylate cyclase, GGDEF domain signalling protein (NCBI)	0.5235	107
16176	b2068	1	7023	2144716	2145564	-	alkA	3-methyl-adenine DNA glycosylase II (NCBI)	0.5559	28
16177	b2069	1	7023	2145698	2147050	+	yegD	putative heat shock protein (VIMSS)	0.5610	37
16178	b2070	1	7023	2147063	2149009	-	yegI	hypothetical protein (NCBI)	0.5085	73
16179	b2071	1	7023	2149209	2149670	+	yegJ	hypothetical protein (NCBI)	0.4113	29
16180	b2072	1	7023	2149735	2150496	-	yegK	hypothetical protein (NCBI)	0.5223	22
16181	b2073	1	7023	2150493	2151152	-	yegL	hypothetical protein (NCBI)	0.5106	24
1936676	b4436	6	7023	2151333	2151475	+	ryeC	Novel sRNA, function unknown; paralogous to the other QUAD sRNA genes unknown (RefSeq)	0.4825	9
7497356	b4667	1	7023	2151373	2151432	-	ibsA	toxic membrane protein (RefSeq)	0.4000	4
1936677	b4437	6	7023	2151668	2151803	+	ryeD	Novel sRNA, function unknown; paralogous to the other QUAD sRNA genes (RefSeq)	0.5368	8
7497357	b4668	1	7023	2151705	2151761	-	ibsB	toxic membrane protein (RefSeq)	0.4386	3
16182	b2074	1	7023	2152040	2153287	+	b2074	putative membrane protein (VIMSS)	0.5529	39
16183	b2075	1	7023	2153287	2156409	+	mdtB	multidrug efflux system, subunit B (NCBI)	0.5661	81
16184	b2076	1	7023	2156410	2159487	+	mdtC	multidrug efflux system, subunit C (NCBI)	0.5627	82
16185	b2077	1	7023	2159488	2160903	+	mdtD	multidrug efflux system protein (NCBI)	0.5551	37
16186	b2078	1	7023	2160900	2162303	+	baeS	sensory histidine kinase in two-component regulatory system with BaeR (NCBI)	0.5370	36
16187	b2079	1	7023	2162300	2163022	+	baeR	DNA-binding response regulator in two-component regulatory system with BaeS (NCBI)	0.5408	18
16188	b2080	1	7023	2163213	2163545	+	b2080	orf, hypothetical protein (VIMSS)	0.4805	13
16189	b2081	1	7023	2163692	2165053	+	yegQ	predicted peptidase (NCBI)	0.5411	36
1936680	b4438	6	7023	2165138	2165224	+	cyaR	sRNA effector of ompX mRNA instability, cAMP-induced; hfq-dependent (RefSeq)	0.4253	7
16190	b2082	1	7023	2165326	2165544	-	ogrK	DNA-binding transcriptional regulator prophage P2 remnant (NCBI)	0.5068	8
16191	b2083	7	7023	2165626	2165838	-	yegZ	orf, hypothetical protein (VIMSS)	0.4836	10
16193	b2085	1	7023	2166013	2166330	-	b2085	orf, hypothetical protein (VIMSS)	0.3648	24
16194	b2086	1	7023	2166736	2167635	+	yegS	hypothetical protein (NCBI)	0.4967	34
1936682	b4498	7	7023	2167717	2168191	-	gatR		0.4421	27
16196	b2088	1	7023	2168260	2168559	+	insE	IS3 element protein InsE (RefSeq)	0.5000	7
16197	b2089	1	7023	2168556	2169422	+	insF-5	IS3 element protein InsF (NCBI)	0.5513	29
16198	b2091	1	7023	2169857	2170897	-	gatD	galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding (NCBI)	0.4880	46
16199	b2092	1	7023	2170945	2172300	-	gatC	galactitol-specific enzyme IIC component of PTS (NCBI)	0.5118	45
16200	b2093	1	7023	2172304	2172588	-	gatB	galactitol-specific enzyme IIB component of PTS (NCBI)	0.4175	17
16201	b2094	1	7023	2172619	2173071	-	gatA	galactitol-specific enzyme IIA component of PTS (NCBI)	0.4260	21
16202	b2095	1	7023	2173081	2174343	-	gatZ	D-tagatose 1,6-bisphosphate aldolase 2, subunit (NCBI)	0.4893	46
16203	b2096	1	7023	2174372	2175226	-	gatY	tagatose-bisphosphate aldolase 1 (VIMSS)	0.5310	16
16204	b2097	1	7023	2175534	2176586	-	b2097	orf, hypothetical protein (VIMSS)	0.5119	44
16205	b2098	1	7023	2176843	2178120	+	yegT	predicted nucleoside transporter (NCBI)	0.5023	48
16206	b2099	1	7023	2178117	2179121	+	yegU	predicted hydrolase (NCBI)	0.5562	25
16207	b2100	1	7023	2179118	2180083	+	yegV	predicted kinase (NCBI)	0.5694	26
16208	b2101	1	7023	2180057	2180803	-	yegW	predicted DNA-binding transcriptional regulator (NCBI)	0.5141	27
16209	b2102	1	7023	2180855	2181673	-	yegX	orf, hypothetical protein (VIMSS)	0.4799	34
16210	b2103	1	7023	2181738	2182538	-	thiD	phosphomethylpyrimidine kinase (NCBI)	0.5543	25
16211	b2104	1	7023	2182535	2183323	-	thiM	hydroxyethylthiazole kinase (NCBI)	0.5412	25
16212	b2105	1	7023	2183546	2183818	-	yohL	hypothetical protein (NCBI)	0.4835	6
16213	b2106	1	7023	2183939	2184763	+	yohM	membrane protein conferring nickel and cobalt resistance (NCBI)	0.5152	23
16214	b2107	1	7023	2184982	2185320	+	b2107	orf, hypothetical protein (VIMSS)	0.4985	18
16215	b2108	1	7023	2185402	2186436	-	yehA	predicted fimbrial-like adhesin protein (NCBI)	0.3874	67
16216	b2109	1	7023	2186452	2188932	-	yehB	predicted outer membrane protein (NCBI)	0.4551	123
16217	b2110	1	7023	2188948	2189667	-	yehC	predicted periplasmic pilin chaperone (NCBI)	0.3931	35
16218	b2111	1	7023	2189702	2190244	-	yehD	predicted fimbrial-like adhesin protein (NCBI)	0.4052	42
16219	b2112	1	7023	2190537	2190818	-	yehE	hypothetical protein (NCBI)	0.4397	12
16220	b2113	1	7023	2191081	2192190	-	mrp	putative ATPase (VIMSS)	0.5396	33
16221	b2114	1	7023	2192322	2194355	+	metG	methionyl-tRNA synthetase (NCBI)	0.5305	53
1936690	b4499	7	7023	2194496	2198291	+	yehH		0.5029	146
16225	b2118	1	7023	2198301	2201933	+	yehI	hypothetical protein (NCBI)	0.5078	124
1936691	b4541	1	7023	2201994	2202311	+	yehK	hypothetical protein (NCBI)	0.3868	17
16227	b2119	1	7023	2202618	2203706	+	yehL	orf, hypothetical protein (VIMSS)	0.5436	38
16228	b2120	1	7023	2203717	2205996	+	yehM	hypothetical protein (NCBI)	0.5570	75
16229	b2121	1	7023	2205989	2207125	+	yehP	hypothetical protein (NCBI)	0.5435	29
16230	b2122	7	7023	2207122	2209122	+	yehQ	orf, hypothetical protein (VIMSS)	0.5427	59
16231	b2123	1	7023	2209247	2209708	+	yehR	orf, hypothetical protein (VIMSS)	0.4242	17
16232	b2124	1	7023	2209748	2210218	-	yehS	hypothetical protein (NCBI)	0.4904	14
16233	b2125	1	7023	2210265	2210984	-	yehT	orf, hypothetical protein (VIMSS)	0.4931	24
16234	b2126	1	7023	2210981	2212666	-	yehU	predicted sensory kinase in two-component system with YehT (NCBI)	0.5059	51
16235	b2127	1	7023	2212888	2213619	+	mlrA	DNA-binding transcriptional regulator (NCBI)	0.5287	19
1936696	b4542	1	7023	2213679	2213786	+	yohO	hypothetical protein (NCBI)	0.4907	6
16236	b2128	1	7023	2213767	2214498	-	yehW	predicted transporter subunit: membrane component of ABC superfamily (NCBI)	0.5751	16
16237	b2129	1	7023	2214503	2215429	-	yehX	predicted transporter subunit: ATP-binding component of ABC superfamily (NCBI)	0.5512	23
16238	b2130	1	7023	2215422	2216579	-	yehY	predicted transporter subunit: membrane component of ABC superfamily (NCBI)	0.5743	24
16239	b2131	1	7023	2216586	2217503	-	yehZ	predicted transporter subunit: periplasmic-binding component of ABC superfamily (NCBI)	0.5403	29
16240	b2132	1	7023	2217714	2220011	-	bglX	beta-D-glucoside glucohydrolase, periplasmic (NCBI)	0.5422	65
16241	b2133	1	7023	2220207	2221922	+	dld	D-lactate dehydrogenase, FAD-binding, NADH independent (NCBI)	0.5221	58
16242	b2134	1	7023	2221960	2222892	-	pbpG	penicillin-binding protein 7 (VIMSS)	0.5070	42
16243	b2135	1	7023	2223066	2223653	-	yohC	orf, hypothetical protein (VIMSS)	0.5357	20
16244	b2136	1	7023	2223823	2224401	+	yohD	orf, hypothetical protein (VIMSS)	0.5440	15
16245	b2137	1	7023	2224531	2225292	-	yohF	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain (NCBI)	0.5512	19
16248	b2139	7	7023	2225345	2226780	-	mdtQ	orf, hypothetical protein (VIMSS)	0.5515	47
7497358	b4679	1	7023	2227004	2227087	+	yohP	expressed protein (RefSeq)	0.3452	7
16249	b2140	1	7023	2227460	2228407	-	dusC	tRNA-dihydrouridine synthase C (NCBI)	0.5422	28
16250	b2141	1	7023	2228646	2229044	+	yohJ	hypothetical protein (NCBI)	0.4937	14
16251	b2142	1	7023	2229041	2229736	+	yohK	predicted inner membrane protein (NCBI)	0.5345	27
16252	b2143	1	7023	2229866	2230750	+	cdd	cytidine deaminase (NCBI)	0.5469	22
16253	b2144	1	7023	2230900	2231619	+	sanA	hypothetical protein (NCBI)	0.4778	47
16254	b2145	1	7023	2231622	2231861	+	yeiS	predicted inner membrane protein (NCBI)	0.4292	11
16255	b2146	1	7023	2232055	2233293	+	yeiT	predicted oxidoreductase (NCBI)	0.5149	45
16256	b2147	1	7023	2233287	2234522	+	yeiA	putative oxidoreductase (VIMSS)	0.5105	44
16257	b2148	1	7023	2234765	2235775	-	mglC	beta-methylgalactoside transporter inner membrane component (NCBI)	0.5025	37
16258	b2149	1	7023	2235791	2237311	-	mglA	fused methyl-galactoside transporter subunits of ABC superfamily: ATP-binding components (NCBI)	0.4536	67
16259	b2150	1	7023	2237372	2238370	-	mglB	methyl-galactoside transporter subunit (NCBI)	0.5105	27
16260	b2151	1	7023	2238650	2239690	-	galS	DNA-binding transcriptional repressor (NCBI)	0.5245	38
16261	b2152	1	7023	2239832	2240989	-	yeiB	conserved inner membrane protein (NCBI)	0.5440	37
16262	b2153	1	7023	2241006	2241674	-	folE	GTP cyclohydrolase I (NCBI)	0.5127	15
16263	b2154	1	7023	2241932	2242768	+	yeiG	predicted esterase (NCBI)	0.5448	27
16264	b2155	1	7023	2242800	2244791	-	cirA	ferric iron-catecholate outer membrane transporter (NCBI)	0.5276	69
16265	b2156	1	7023	2245085	2246554	-	lysP	lysine transporter (NCBI)	0.5347	51
16266	b2157	1	7023	2246759	2247640	-	yeiE	predicted DNA-binding transcriptional regulator (NCBI)	0.5374	23
16267	b2158	1	7023	2247739	2248788	+	yeiH	conserved inner membrane protein (NCBI)	0.5305	33
16268	b2159	1	7023	2248862	2249719	+	nfo	endonuclease IV (NCBI)	0.5245	23
16269	b2160	1	7023	2249722	2250810	+	yeiI	predicted kinase (NCBI)	0.5179	36
16270	b2161	1	7023	2250917	2252167	-	yeiJ	predicted nucleoside transporter (NCBI)	0.5044	42
16271	b2162	1	7023	2252267	2253208	-	rihB	ribonucleoside hydrolase 2 (NCBI)	0.5202	31
16272	b2163	1	7023	2253377	2254036	+	yeiL	putative transcriptional regulator (VIMSS)	0.4500	38
16273	b2164	1	7023	2254107	2255357	-	yeiM	predicted nucleoside transporter (NCBI)	0.5108	39
16274	b2165	1	7023	2255451	2256389	-	yeiN	hypothetical protein (NCBI)	0.4973	31
16275	b2166	1	7023	2256377	2257318	-	yeiC	predicted kinase (NCBI)	0.4703	40
16276	b2167	1	7023	2257741	2259432	-	fruA	fused fructose-specific PTS enzymes: IIBcomponent/IIC components (NCBI)	0.5573	43
16277	b2168	1	7023	2259449	2260387	-	fruK	1-phosphofructokinase (NCBI)	0.5346	23
16278	b2169	1	7023	2260387	2261517	-	fruB	fused fructose-specific PTS enzymes: IIA component/HPr component (NCBI)	0.5553	28
16279	b2170	1	7023	2261885	2263066	+	setB	lactose/glucose efflux system (NCBI)	0.5305	36
1936704	b4502	1	7023	2263063	2263317	-	yeiW	hypothetical protein (NCBI)	0.5569	7
16280	b2171	1	7023	2263472	2264044	+	yeiP	putative elongation factor (VIMSS)	0.4991	22
16281	b2172	1	7023	2264267	2265733	+	yeiQ	predicted dehydrogenase, NAD-dependent (NCBI)	0.5201	41
16282	b2173	1	7023	2265851	2266837	+	yeiR	predicted enzyme (NCBI)	0.5451	24
16283	b2174	1	7023	2266876	2267589	+	b2174	orf, hypothetical protein (VIMSS)	0.4412	26
16284	b2175	1	7023	2268001	2268567	+	spr	predicted peptidase, outer membrane lipoprotein (NCBI)	0.4674	26
16285	b2176	1	7023	2268748	2270304	+	rtn	hypothetical protein (NCBI)	0.5055	58
16286	b2177	1	7023	2270386	2272200	+	yejA	orf, hypothetical protein (VIMSS)	0.5118	74
16287	b2178	1	7023	2272201	2273295	+	yejB	predicted oligopeptide transporter subunit (NCBI)	0.5123	35
16288	b2179	1	7023	2273295	2274320	+	yejE	predicted oligopeptide transporter subunit (NCBI)	0.5273	40
16289	b2180	1	7023	2274322	2275911	+	yejF	fused predicted oligopeptide transporter subunits of ABC superfamilly: ATP-binding components (NCBI)	0.5138	48
16290	b2181	1	7023	2275915	2276259	-	yejG	hypothetical protein (NCBI)	0.4870	9
16291	b2182	1	7023	2276592	2277782	-	bcr	bicyclomycin/multidrug efflux system (NCBI)	0.5332	37
16292	b2183	1	7023	2277810	2278505	-	rsuA	16S rRNA pseudouridylate 516 synthase (NCBI)	0.5287	22
16293	b2184	1	7023	2278654	2280414	+	yejH	predicted ATP-dependet helicase (NCBI)	0.5315	54
16294	b2185	1	7023	2280539	2280823	+	rplY	50S ribosomal protein L25 (NCBI)	0.5053	10
16295	b2186	1	7023	2280962	2281969	-	yejK	nucleoid-associated protein NdpA (NCBI)	0.5228	35
16296	b2187	1	7023	2282151	2282378	+	yejL	hypothetical protein (NCBI)	0.5044	7
16297	b2188	1	7023	2282398	2284158	+	yejM	predicted hydrolase, inner membrane (NCBI)	0.5207	59
1936708	b2189	5	7023	2284233	2284309	+	proL	tRNA-Pro (NCBI)	0.6623	1
16298	b2190	7	7023	2284412	2286936	-	yejO	predicted autotransporter outer membrane protein (RefSeq)	0.4832	117
16300	b2192	1	7023	2287087	2288103	-	insH-8	IS5 transposase and trans-activator (NCBI)	0.5467	13
16301	b2193	1	7023	2288522	2289169	+	narP	DNA-binding response regulator in two-component regulatory system with NarQ or NarX (NCBI)	0.5247	23
16302	b2194	1	7023	2289380	2290432	-	ccmH	heme lyase, CcmH subunit (NCBI)	0.5404	36
16303	b2195	1	7023	2290429	2290986	-	ccmG	periplasmic thioredoxin of cytochrome c-type biogenesis (NCBI)	0.5448	13
16304	b2196	1	7023	2290983	2292926	-	ccmF	heme lyase, CcmF subunit (NCBI)	0.5710	53
16305	b2197	1	7023	2292923	2293402	-	ccmE	periplasmic heme chaperone (NCBI)	0.5354	13
16306	b2198	1	7023	2293399	2293608	-	ccmD	cytochrome c biogenesis protein (NCBI)	0.5714	3
16307	b2199	1	7023	2293605	2294342	-	ccmC	heme exporter subunit (NCBI)	0.5528	17
16308	b2200	1	7023	2294384	2295046	-	ccmB	heme exporter subunit (NCBI)	0.5596	20
16309	b2201	1	7023	2295043	2295666	-	ccmA	ATP binding protein of heme exporter A (VIMSS)	0.5593	19
16310	b2202	1	7023	2295679	2296281	-	napC	nitrate reductase, cytochrome c-type, periplasmic (NCBI)	0.5158	18
16311	b2203	1	7023	2296291	2296740	-	napB	cytochrome c-type protein (VIMSS)	0.5556	16
16312	b2204	1	7023	2296737	2297600	-	napH	quinol dehydrogenase membrane component (NCBI)	0.5590	22
16313	b2205	1	7023	2297587	2298282	-	napG	quinol dehydrogenase periplasmic component (NCBI)	0.5905	14
16314	b2206	1	7023	2298289	2300775	-	napA	nitrate reductase, periplasmic, large subunit (NCBI)	0.5613	72
16315	b2207	1	7023	2300772	2301035	-	napD	assembly protein for periplasmic nitrate reductase (NCBI)	0.5455	3
16316	b2208	1	7023	2301025	2301519	-	napF	ferredoxin-type protein, predicted role in electron transfer to periplasmic nitrate reductase (NapA) (NCBI)	0.5535	15
3446192	b4604	1	7023	2301628	2301792	+	yojO	hypothetical protein (RefSeq)	0.4000	10
16317	b2209	1	7023	2301927	2302415	+	eco	ecotin precursor (NCBI)	0.4949	15
16318	b2210	1	7023	2303130	2304776	-	mqo	malate:quinone oxidoreductase (NCBI)	0.5404	45
16319	b2211	1	7023	2304994	2306637	-	yojI	fused predicted multidrug transport subunits of ABC superfamily: membrane component/ATP-binding component (NCBI)	0.5341	46
16320	b2212	1	7023	2306713	2307363	-	alkB	oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions (NCBI)	0.5269	19
16321	b2213	1	7023	2307363	2308427	-	ada	fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase (NCBI)	0.5690	25
16322	b2214	1	7023	2308501	2309556	-	yojL	predicted thiamine biosynthesis lipoprotein (NCBI)	0.5341	31
16323	b2215	1	7023	2309668	2310771	-	ompC	outer membrane porin protein C (NCBI)	0.5063	47
1936711	b4439	6	7023	2311106	2311198	+	micF	regulatory sRNA (NCBI)	0.3548	6
16324	b2216	1	7023	2311510	2314182	+	rcsD	phosphotransfer intermediate protein in two-component regulatory system with RcsBC (NCBI)	0.4938	89
